"StudentID","SubmissionID","MarkerID","Publish.Time","Intro","Hypoth","Methods","Results.text","Fig.Tables","Legend.Title","Disc.InterpFindings","Disc.IntegrateLit","Refs","Kn.PhysMechs","Kn.ExpApproach","W.Structure","W.LanguageJargon","W.GrammarSpelling","Final.Grade","project","course","sem","report"
"S8405073",3143,"T19","29/04/13 14:26",50,65,100,65,65,80,50,50,50,65,65,65,50,"65",63.25,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8581505",3144,"T09","30/04/13 17:02",35,35,80,20,50,20,35,35,65,35,35,65,35,"50",42.5,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8579547",3146,"T08","29/04/13 14:26",65,80,80,100,65,80,80,80,80,80,80,65,80,"80",78,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8593529",3147,"T19","29/04/13 14:26",50,65,65,65,80,50,50,20,80,50,50,65,65,"80",56,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8580209",3149,"T19","29/04/13 14:26",80,65,80,80,80,80,80,20,80,80,65,65,80,"65",71,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8576851",3150,"T19","29/04/13 14:26",65,65,65,65,80,65,65,35,65,65,65,65,65,"80",63.5,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8591893",3152,"T28","29/04/13 14:26",35,100,100,65,80,100,50,20,100,35,50,80,80,"100",63.5,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8585921",3153,"T29","10/05/13 11:43",35,65,65,35,50,50,50,35,35,35,35,50,35,"65",44.75,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8517001",3154,"T08","29/04/13 14:26",50,80,65,80,80,100,50,65,65,50,65,65,65,"50",63,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8583053",3156,"T29","29/04/13 14:26",35,65,35,65,65,50,35,20,50,35,50,50,65,"65",44,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8401725",3157,"T29","29/04/13 14:26",65,80,65,80,80,80,80,50,80,65,65,80,80,"80",71,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8581571",3158,"T19","29/04/13 14:26",65,100,65,65,80,80,65,35,65,65,65,65,65,"65",65.25,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8579225",3159,"T19","29/04/13 14:26",65,100,80,80,100,80,80,80,65,80,65,65,65,"50",76,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8518663",3160,"T09","30/04/13 10:44",50,80,65,20,65,65,50,35,80,35,20,50,65,"50",50,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8579745",3162,"T09","30/04/13 10:44",20,80,80,20,50,20,50,35,35,35,20,65,20,"50",41.75,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8578757",3164,"T19","29/04/13 14:26",50,65,50,65,80,65,65,50,35,65,35,50,50,"65",56.75,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8575925",3165,"T29","29/04/13 14:26",50,80,65,65,65,65,50,50,50,35,50,35,50,"35",51.5,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8523045",3166,"T09","30/04/13 10:44",80,100,80,20,50,50,50,35,80,65,65,80,20,"50",60,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8593279",3167,"T19","29/04/13 14:26",65,80,80,65,100,100,65,50,35,65,65,65,65,"65",67.75,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8581241",3168,"T29","29/04/13 14:29",35,80,65,50,80,80,0,0,20,20,35,20,50,"65",37,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8607681",3169,"T08","29/04/13 14:26",35,80,65,65,80,80,50,50,35,20,65,50,50,"65",51.5,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8580869",3170,"T29","29/04/13 14:26",35,65,50,50,80,50,50,35,50,35,50,50,35,"50",46.25,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8568197",3171,"T08","29/04/13 14:29",65,65,80,65,65,100,50,35,50,50,50,50,35,"35",56.25,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8575039",3173,"T19","29/04/13 14:26",65,65,80,80,80,80,80,65,80,80,65,65,65,"80",74,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8585693",3174,"T19","29/04/13 14:26",50,80,50,65,100,80,65,20,50,50,50,50,65,"65",56.25,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8588015",3175,"T29","29/04/13 14:26",35,50,50,20,35,35,35,20,35,35,20,50,50,"35",35.75,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8469129",3176,"T09","30/04/13 10:44",65,100,80,65,35,80,50,50,80,50,20,80,50,"65",60.75,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8583641",3177,"T19","29/04/13 14:26",50,65,80,80,80,80,65,65,80,80,65,65,65,"80",71,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8475961",3179,"T29","29/04/13 14:29",50,80,65,50,80,65,50,0,50,35,35,65,65,"65",49.5,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8584077",3180,"T19","29/04/13 14:26",65,65,80,80,100,80,65,65,65,65,65,65,65,"80",70.5,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8602821",3181,"T29","29/04/13 14:26",35,65,50,50,50,35,35,20,50,35,35,50,20,"35",38.75,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8584681",3182,"T29","29/04/13 14:26",35,50,50,35,35,35,35,20,35,35,35,50,50,"50",38,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8587705",3183,"T28","29/04/13 14:26",65,100,50,65,80,100,100,65,80,100,80,65,80,"100",80.5,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8583385",3184,"T28","29/04/13 14:26",65,100,80,65,80,100,20,20,20,50,65,80,80,"80",59.5,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8586507",3185,"T08","29/04/13 14:26",50,80,80,80,65,100,65,65,65,50,80,80,80,"80",69,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8580593",3186,"T28","29/04/13 14:26",50,100,80,65,80,100,65,50,65,65,50,100,100,"80",71.25,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8587651",3187,"T09","30/04/13 10:41",35,35,80,20,50,20,35,50,50,35,20,50,20,"20",39.5,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8580967",3188,"T19","29/04/13 14:26",35,80,65,65,80,65,65,35,80,65,65,65,65,"65",61.25,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8586727",3190,"T09","30/04/13 10:44",50,100,80,20,50,20,50,50,50,35,20,65,50,"50",49.5,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8579223",3192,"T29","29/04/13 14:26",50,50,50,50,50,65,50,35,50,35,35,35,35,"50",44.75,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8587977",3193,"T28","29/04/13 14:26",65,100,100,65,100,100,65,80,80,65,80,80,80,"100",80,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8580159",3194,"T08","29/04/13 14:26",35,50,80,100,100,80,50,65,65,50,80,80,65,"65",64.75,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8586949",3195,"T19","29/04/13 14:26",65,100,65,65,80,80,50,35,50,65,65,65,65,"80",63.75,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8492693",3196,"T08","29/04/13 14:26",35,80,80,80,100,80,65,50,65,50,80,35,50,"65",62.25,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8577723",3197,"T29","29/04/13 14:26",50,65,50,35,65,35,50,35,50,35,35,50,35,"50",44.75,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8288655",3198,"T09","30/04/13 17:02",80,100,65,20,80,65,20,35,100,65,35,80,65,"35",58.75,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8574911",3199,"T09","30/04/13 10:44",35,80,65,65,50,50,50,35,35,35,20,65,50,"65",47.75,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8456363",3200,"T09","30/04/13 10:44",20,65,35,0,35,35,20,20,50,0,20,50,20,"20",24.25,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8585503",3201,"T08","29/04/13 14:29",35,80,80,100,100,100,100,100,100,80,100,100,65,"80",84.75,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8582201",3202,"T29","29/04/13 14:26",35,65,50,35,50,20,20,35,50,35,35,20,20,"50",36.5,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8524901",3203,"T05","29/04/13 14:26",50,100,80,65,100,100,65,65,80,65,65,80,80,"80",73.25,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8530189",3204,"T25","30/04/13 10:44",65,100,100,65,100,100,65,65,100,65,65,65,65,"100",77.25,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
"S8556233",3205,"T25","29/04/13 14:26",50,80,100,65,100,100,50,65,100,65,65,80,80,"100",74.75,"BIOM2011Sem1Report 1","BIOM2011","Sem1","Report 1"
