"StudentID","SubmissionID","MarkerID","Publish.Time","Intro","Hypoth","Methods","Results.text","Fig.Tables","Legend.Title","Disc.InterpFindings","Disc.IntegrateLit","Refs","Kn.PhysMechs","Kn.ExpApproach","W.Structure","W.LanguageJargon","W.GrammarSpelling","Final.Grade","project","course","sem","report"
"S8579637",4924,"T09","4/06/13 13:47",100,100,100,20,50,100,80,80,100,100,80,65,80,"100",85.75,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8581691",4925,"T32","4/06/13 13:47",50,100,65,0,100,80,35,35,80,35,35,80,80,"65",54.75,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8492895",4926,"T34","4/06/13 13:47",80,50,65,65,65,65,65,80,100,80,65,80,65,"65",72,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8589447",4927,"T09","4/06/13 13:47",65,100,80,35,80,50,50,35,80,50,50,80,50,"65",60,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8583847",4928,"T30","4/06/13 13:47",65,80,80,80,100,80,80,80,100,80,80,80,80,"80",80.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8528461",4929,"T09","4/06/13 13:47",50,100,80,65,80,65,65,50,80,65,20,50,20,"80",62.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8579853",4930,"T30","4/06/13 13:47",80,100,80,80,100,100,80,80,80,80,80,65,80,"80",82.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8532807",4931,"T34","4/06/13 13:48",35,20,50,35,65,35,65,50,65,35,20,50,50,"65",45.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8579953",4932,"T33","4/06/13 13:47",65,100,80,100,100,100,100,100,100,100,100,100,80,"80",92.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8578079",4933,"T30","4/06/13 13:47",65,80,80,80,0,0,65,80,65,50,65,65,80,"80",62.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8567033",4934,"T33","4/06/13 13:47",50,100,50,80,80,100,50,50,100,35,35,50,35,"50",56.75,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8535761",4935,"T32","4/06/13 13:47",65,100,50,80,100,80,80,100,80,50,100,100,35,"80",74.75,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8386049",4936,"T30","4/06/13 13:47",65,100,65,20,80,80,80,80,80,50,65,50,80,"65",67.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8497039",4937,"T33","4/06/13 13:47",80,100,80,100,100,100,100,100,100,100,100,100,80,"80",94,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8465383",4938,"T34","4/06/13 13:47",50,80,65,35,50,50,50,50,65,65,65,65,50,"50",56.75,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8577287",4939,"T09","4/06/13 13:47",50,100,80,35,65,50,50,50,50,20,35,80,20,"20",48.75,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8581873",4941,"T33","4/06/13 13:47",100,100,80,100,100,100,100,80,100,100,80,100,80,"80",93,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8570207",4942,"T34","4/06/13 13:48",35,80,50,35,80,35,50,35,80,50,65,80,65,"35",52.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8575693",4943,"T33","4/06/13 13:47",80,65,80,100,100,100,80,100,100,65,65,80,80,"100",83.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8570477",4944,"T30","4/06/13 13:47",65,65,80,80,80,50,50,65,65,65,80,65,80,"80",68,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8584303",4945,"T32","4/06/13 13:47",100,100,100,80,100,80,100,100,100,100,100,100,100,"80",97,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8606169",4946,"T09","4/06/13 13:47",80,100,100,100,100,100,80,100,80,100,100,100,65,"100",93.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8651257",4947,"T33","4/06/13 13:47",50,65,80,35,50,50,50,35,80,35,50,50,50,"80",52.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8466385",4948,"T09","4/06/13 13:47",65,100,50,35,80,50,50,65,80,50,50,65,50,"50",58.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8578783",4949,"T32","4/06/13 13:47",80,100,80,80,100,80,50,65,100,50,50,100,100,"80",74.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8577127",4950,"T30","4/06/13 13:47",50,80,80,80,100,80,65,65,80,50,65,50,65,"80",67.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8530747",4951,"T32","4/06/13 13:47",65,100,65,100,100,80,65,50,80,35,50,100,100,"80",69.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8586901",4952,"T32","4/06/13 13:47",80,100,80,80,80,80,65,65,80,50,80,100,80,"80",74.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8473749",4953,"T32","4/06/13 13:47",80,100,80,80,80,100,65,65,100,50,65,100,100,"65",76,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8474175",4954,"T34","4/06/13 13:48",20,65,35,35,65,35,20,0,20,20,0,50,20,"65",28.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8581963",4955,"T32","4/06/13 13:47",65,100,80,80,100,80,80,80,100,80,65,100,100,"80",82.75,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8583465",4956,"T30","4/06/13 13:47",50,100,80,80,80,80,65,65,80,65,80,80,80,"80",72.75,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8575941",4957,"T33","4/06/13 13:47",50,100,80,80,100,65,65,65,100,65,65,65,50,"65",70.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8523503",4958,"T30","4/06/13 13:47",80,65,80,80,80,65,65,80,80,80,65,80,80,"65",75.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8532163",4959,"T09","4/06/13 13:47",50,100,80,65,65,35,50,50,100,35,65,100,65,"50",60.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8401995",4960,"T09","4/06/13 13:47",35,100,80,65,80,65,20,35,80,35,35,80,50,"50",52.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8536879",4961,"T30","4/06/13 13:47",35,100,80,80,100,80,35,50,65,50,65,50,50,"50",59.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8588109",4962,"T30","4/06/13 13:47",65,65,80,65,100,65,65,65,80,50,65,65,65,"80",67.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8581807",4963,"T09","4/06/13 13:47",65,100,80,35,80,50,35,50,65,35,50,80,35,"35",54.75,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8583795",4964,"T34","4/06/13 13:47",50,0,50,50,50,50,35,50,50,35,35,50,50,"65",43.75,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8579545",4965,"T34","4/06/13 13:47",20,65,65,50,50,0,35,35,50,50,50,50,35,"50",43,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8580193",4966,"T09","4/06/13 13:47",80,100,80,35,80,50,65,65,50,50,50,100,35,"50",64,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8638075",4967,"T30","4/06/13 13:47",65,65,80,100,80,65,80,80,80,65,80,80,80,"80",75.75,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8579973",4968,"T09","4/06/13 13:47",65,100,80,65,80,65,35,65,80,65,50,80,50,"35",64.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8578943",4969,"T30","4/06/13 13:47",65,80,50,65,80,100,80,80,80,80,50,80,80,"65",73.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8282157",4970,"T32","4/06/13 13:47",80,100,80,80,100,80,50,65,65,65,65,100,100,"80",75.75,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8576659",4971,"T34","4/06/13 13:47",65,80,80,65,80,80,65,65,80,80,65,80,65,"65",72.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8583291",4972,"T33","4/06/13 13:47",65,80,80,80,100,100,100,80,100,80,100,100,80,"80",85.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8578527",4973,"T32","4/06/13 13:47",65,100,80,65,80,80,65,80,80,50,65,100,80,"80",73,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8458433",4974,"T32","4/06/13 13:47",50,50,80,50,80,80,35,35,65,35,50,100,80,"80",57,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8496455",4975,"T32","4/06/13 13:47",100,100,80,80,80,80,65,80,80,65,65,100,100,"80",80.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8580361",4976,"T09","4/06/13 13:47",100,100,100,100,100,100,50,65,100,65,80,100,80,"100",84.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8585105",4977,"T32","4/06/13 13:47",80,100,100,80,100,80,50,65,100,50,65,100,100,"80",77.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8538157",4978,"T09","4/06/13 13:47",50,100,100,100,100,100,50,20,100,35,35,100,50,"80",65.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8526807",4979,"T09","4/06/13 13:47",65,100,100,65,100,100,65,50,50,65,65,80,50,"50",70.75,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8600351",4980,"T30","4/06/13 13:47",50,80,80,65,65,65,65,65,65,50,65,50,65,"80",63.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8358393",4981,"T30","4/06/13 13:47",80,100,80,80,100,100,80,80,80,65,80,65,80,"80",80,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8549911",4982,"T33","4/06/13 13:47",35,80,50,35,50,35,35,35,80,20,35,50,35,"80",42.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8600241",4983,"T32","4/06/13 13:47",50,100,80,80,80,80,65,80,100,50,65,100,100,"80",74.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8566073",4984,"T30","4/06/13 13:47",65,100,65,80,50,65,80,80,80,80,80,80,65,"80",75,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8577303",4985,"T32","4/06/13 13:47",65,100,80,80,80,100,65,80,100,65,65,100,100,"80",79,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8456015",4986,"T34","4/06/13 13:47",50,50,65,80,80,65,20,35,50,35,50,65,50,"65",50,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8578757",4992,"T19","4/06/13 13:47",50,50,65,65,100,100,50,35,65,35,50,65,50,"65",55.75,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8585921",4991,"T29","4/06/13 13:47",65,80,65,80,100,100,65,65,80,50,65,65,65,"80",69.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8583557",4993,"T28","4/06/13 13:47",65,100,65,50,65,80,0,0,50,35,35,35,80,"80",47,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8456363",4994,"T09","4/06/13 13:47",35,100,80,65,80,50,50,20,80,35,50,80,35,"20",51.75,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8580869",4995,"T29","4/06/13 13:47",65,100,100,80,65,65,65,65,80,65,80,80,80,"80",74.75,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8288655",4996,"T09","4/06/13 13:47",35,100,100,80,100,80,50,20,65,35,50,80,50,"35",57.75,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8517001",4997,"T08","4/06/13 13:47",80,100,80,50,100,100,65,80,80,65,80,80,50,"65",75.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8580967",4998,"T19","4/06/13 13:47",65,100,65,100,100,80,65,80,65,80,65,80,65,"80",76.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8593529",4999,"T19","4/06/13 13:47",50,100,65,65,100,100,65,50,65,65,50,65,50,"50",65,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8588015",5000,"T29","4/06/13 13:47",50,80,80,80,80,80,50,50,80,65,50,65,80,"80",66.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8582201",5002,"T29","4/06/13 13:47",35,80,80,65,100,100,50,50,80,50,50,35,50,"65",60.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8593279",5003,"T09","4/06/13 13:47",65,100,100,100,80,100,65,50,100,65,65,80,80,"100",78,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8568197",5004,"T08","4/06/13 13:47",35,100,80,80,100,100,65,50,50,65,65,80,35,"50",65.75,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8602821",5005,"T29","4/06/13 13:47",35,80,80,65,65,100,35,35,65,35,35,50,50,"50",51.75,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8575039",5006,"T19","4/06/13 13:47",65,100,65,65,100,100,65,80,80,65,65,80,65,"80",74,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8581241",5007,"T29","4/06/13 13:47",65,100,80,65,100,100,50,35,80,50,50,65,65,"65",65,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8576851",5008,"T19","4/06/13 13:47",65,65,65,65,50,80,50,65,65,65,65,65,65,"65",63.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8587705",5009,"T28","4/06/13 13:47",100,100,80,65,80,80,100,65,80,100,100,80,80,"100",87.75,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8576405",5010,"T28","4/06/13 13:47",65,100,100,65,65,80,65,50,100,50,65,80,80,"80",71.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8579223",5011,"T29","12/08/13 10:07",50,100,100,65,80,50,50,50,50,50,50,50,50,"65",60.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8579745",5012,"T09","4/06/13 13:47",65,100,100,80,100,100,50,35,50,35,50,50,35,"50",61,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8401725",5013,"T29","4/06/13 13:47",80,100,100,100,80,80,65,65,80,65,80,65,80,"80",78,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8535537",5014,"T08","4/06/13 13:47",50,65,50,65,100,100,20,65,65,50,65,80,50,"65",58.75,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8587651",5015,"T09","4/06/13 13:47",80,100,100,80,100,100,65,80,65,80,65,80,20,"65",78.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8586507",5016,"T08","4/06/13 13:47",65,100,80,50,100,100,65,65,80,65,65,80,50,"80",72.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8585693",5017,"T19","4/06/13 13:47",50,100,65,65,100,100,50,35,35,50,50,65,65,"50",59,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8579205",5018,"T19","4/06/13 13:47",65,50,80,80,80,100,80,80,100,80,65,80,65,"65",76.75,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8575925",5019,"T29","4/06/13 13:47",65,100,80,80,100,100,80,65,80,65,65,80,80,"80",77,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8405073",5020,"T19","4/06/13 13:47",65,100,50,80,100,80,65,65,80,65,65,50,65,"80",69.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8583385",5021,"T28","4/06/13 13:47",80,100,100,80,80,100,80,80,100,80,80,80,80,"80",85,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8589129",5022,"T28","4/06/13 13:47",50,100,80,50,80,80,35,35,35,35,35,50,65,"65",53.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8586949",5023,"T19","4/06/13 13:47",65,100,65,100,100,80,65,65,65,65,65,80,80,"80",73.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8580209",5024,"T19","4/06/13 13:47",65,65,65,65,100,100,65,65,80,80,65,80,65,"80",73,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8580159",5025,"T08","4/06/13 13:47",50,100,65,100,100,100,65,50,50,65,65,80,65,"50",68.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8577723",5026,"T29","4/06/13 13:47",50,80,100,65,100,100,65,50,80,50,50,50,50,"80",66.75,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8581505",5027,"T09","4/06/13 13:47",65,100,100,80,100,100,50,35,80,50,50,80,65,"65",68.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8584681",5028,"T29","4/06/13 13:47",50,80,65,65,100,100,50,50,50,50,65,65,65,"80",62.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8583641",5029,"T19","4/06/13 13:47",65,100,65,100,100,100,65,80,65,80,80,80,65,"65",77.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8591893",5030,"T28","4/06/13 13:47",65,35,80,65,80,100,65,35,80,50,65,100,80,"80",66.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8475961",5031,"T29","4/06/13 13:47",35,100,100,50,65,65,50,35,35,35,35,35,65,"50",52.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8579225",5032,"T19","4/06/13 13:47",65,100,65,65,100,100,65,80,80,65,65,65,65,"80",73.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8587977",5033,"T28","4/06/13 13:47",100,100,100,100,65,100,100,100,100,100,100,80,80,"80",95.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8523045",5034,"T09","4/06/13 13:47",50,100,65,80,100,80,50,50,100,35,65,100,50,"35",62.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8580593",5035,"T28","4/06/13 13:47",65,100,100,65,65,80,65,65,80,65,65,65,65,"80",72.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8112187",5036,"T19","4/06/13 13:47",50,80,80,65,80,100,50,35,80,50,50,65,65,"65",61.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8586727",5037,"T09","4/06/13 13:47",65,100,100,80,100,100,65,35,50,65,50,80,50,"65",70,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8583053",5038,"T29","4/06/13 13:47",35,100,100,80,80,65,65,50,65,50,50,65,65,"65",64.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8469129",5039,"T09","4/06/13 13:47",65,100,80,100,80,100,65,50,50,50,65,100,65,"65",69.75,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8518663",5040,"T09","4/06/13 13:47",65,80,80,100,100,80,50,50,100,50,80,100,65,"65",70.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8585503",5041,"T08","4/06/13 13:47",65,100,100,100,100,100,100,100,100,100,100,65,65,"80",92,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8574911",5042,"T09","4/06/13 13:47",80,100,100,80,100,100,65,50,100,80,65,80,65,"100",81,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8581571",5043,"T19","4/06/13 13:47",65,100,65,100,80,100,65,80,100,80,65,65,80,"80",78,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8587847",5044,"T28","4/06/13 13:47",100,35,100,65,80,100,100,100,80,100,100,65,80,"80",89.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8584077",5045,"T19","4/06/13 13:47",50,100,65,65,100,100,65,65,80,65,65,80,65,"80",71,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8496539",5367,"T28","4/06/13 13:47",80,80,80,80,65,65,65,65,80,80,65,65,80,"80",74,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8579547",5369,"T08","4/06/13 13:47",65,100,80,50,100,100,65,80,80,65,80,80,65,"65",74.75,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8529621",5370,"T30","4/06/13 13:47",35,80,65,65,50,65,20,35,0,35,35,50,35,"50",42.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8393353",5371,"T09","4/06/13 13:47",65,100,100,65,100,100,50,50,80,50,65,50,35,"80",67.75,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8582195",5375,"T30","4/06/13 13:47",65,80,80,65,80,65,65,80,80,65,80,80,80,"80",73.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8588741",5376,"T30","4/06/13 13:47",65,65,80,80,100,65,65,65,65,50,50,80,80,"80",68.25,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8468457",5381,"T09","4/06/13 13:47",35,100,100,100,100,100,50,35,65,35,50,80,50,"80",63.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8536957",5450,"T09","4/06/13 13:47",65,100,80,0,100,35,20,20,50,35,20,65,50,"35",46.5,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8525231",5458,"T09","4/06/13 13:47",65,100,80,65,80,65,65,50,80,65,65,80,65,"100",70.75,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8547953",5494,"T33","4/06/13 13:47",50,100,65,80,80,65,65,50,100,50,65,80,80,"100",68,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8535223",5512,"T33","6/06/13 16:32",0,0,50,0,20,20,0,0,0,0,0,0,0,"0",7,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8607681",5517,"T09","12/08/13 10:07",20,65,50,0,100,65,0,20,50,35,35,65,50,"80",39.75,"BIOM2011Sem1Report 2","BIOM2011","Sem1","Report 2"
"S8579731",8681,"T35","19/09/13 13:26",50,100,80,80,100,80,80,50,50,65,50,80,80,"80",70,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8577287",8682,"T36","19/09/13 13:26",65,80,65,80,80,80,20,65,65,35,20,80,20,"35",55.25,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8586053",8683,"T30","19/09/13 13:26",50,50,65,35,65,35,50,50,50,35,20,50,50,"50",47.75,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8582337",8684,"T35","19/09/13 13:26",50,50,80,50,50,35,50,50,65,35,50,50,50,"50",51.5,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8583557",8685,"T37","19/09/13 13:26",35,100,50,100,100,100,35,20,50,35,35,50,50,"65",51.75,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8560941",8686,"T30","19/09/13 13:26",65,100,65,50,65,65,80,80,100,80,50,65,65,"65",71.5,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8522699",8687,"T29","19/09/13 13:26",65,100,65,65,80,100,65,80,100,65,65,80,80,"100",75.75,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8522305",8688,"T30","19/09/13 13:26",35,65,50,50,35,35,50,35,50,35,35,35,50,"65",43.25,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8568505",8689,"T29","19/09/13 13:26",35,100,35,35,50,50,20,20,50,20,35,50,50,"35",37.5,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8581211",8690,"T37","19/09/13 13:26",50,100,80,100,100,100,50,35,65,50,50,50,50,"65",63,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8470217",8691,"T30","19/09/13 13:26",65,100,50,20,80,35,80,80,100,65,50,65,80,"80",67.75,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8239027",8692,"T35","19/09/13 13:26",50,100,80,65,65,80,65,65,80,65,80,65,65,"80",69,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8531973",8693,"T36","19/09/13 13:26",50,50,80,80,80,35,35,50,35,35,50,50,35,"50",50.75,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8605993",8694,"T35","19/09/13 13:26",80,80,80,65,80,65,80,80,100,65,50,100,100,"100",79.5,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8580175",8695,"T29","19/09/13 13:26",35,50,35,50,80,50,35,35,50,35,35,65,50,"65",44,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8409209",8696,"T09","19/09/13 13:26",65,100,100,100,65,100,35,35,65,35,35,80,50,"65",63.25,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8559519",8697,"T36","19/09/13 13:26",50,100,65,80,80,80,50,50,50,50,65,50,50,"65",60,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8522785",8698,"T30","19/09/13 13:26",50,100,65,100,65,80,50,50,80,35,20,50,65,"65",58.75,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8584681",8699,"T29","19/09/13 13:26",50,100,65,100,100,100,50,65,65,50,35,65,50,"80",65.25,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8583875",8700,"T36","19/09/13 13:26",35,100,100,80,65,80,35,35,80,20,35,65,50,"100",57,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8592729",8701,"T35","19/09/13 13:26",35,80,65,35,65,35,35,35,80,35,65,65,50,"65",49.25,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8658567",8702,"T29","19/09/13 13:26",35,50,65,65,100,100,50,35,50,35,20,65,65,"80",53.5,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8635385",8703,"T35","19/09/13 13:26",65,80,80,65,100,65,50,50,65,50,50,80,80,"80",66,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8528659",8704,"T29","19/09/13 13:26",65,100,80,100,80,100,50,50,80,35,35,65,50,"65",65,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8582837",8705,"T37","19/09/13 13:26",50,80,65,100,100,100,50,50,65,50,65,65,65,"65",64.25,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
"S8586207",8706,"T09","19/09/13 13:26",80,100,100,65,65,80,65,50,100,80,65,80,65,"80",76.5,"BIOM2011Sem2Report 1","BIOM2011","Sem2","Report 1"
