"SubmissionID","marking.sec","Text","Drawing","Recording","project","course","sem","report","marking.min"
5863,1074,49,51,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",17.9
5864,479,75,10,15,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",7.98
5865,596,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",9.93
5866,400,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",6.67
5867,1397,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",23.28
5868,858,10,0,90,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",14.3
5869,6434,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",107.23
5870,721,87,13,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",12.02
5871,455,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",7.58
5872,462,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",7.7
5873,293,77,8,15,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",4.88
5874,421,15,8,77,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",7.02
5875,392,83,8,8,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",6.53
5876,1931,59,41,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",32.18
5877,3179,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",52.98
5878,867,0,69,31,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",14.45
5879,613,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",10.22
5880,549,72,11,17,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",9.15
5881,576,8,0,92,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",9.6
5882,1320,56,44,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",22
5883,687,13,0,88,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",11.45
5884,750,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",12.5
5885,536,9,0,91,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",8.93
5886,1144,0,67,33,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",19.07
5887,518,13,0,87,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",8.63
5888,1960,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",32.67
5889,513,88,12,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",8.55
5890,1619,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",26.98
5891,1618,61,39,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",26.97
5892,633,0,8,92,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",10.55
5894,785,35,65,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",13.08
5895,2418,53,47,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",40.3
5896,292,80,20,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",4.87
5897,421,23,8,69,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",7.02
5898,542,52,48,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",9.03
5899,1510,0,33,67,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",25.17
5900,493,9,9,82,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",8.22
5902,399,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",6.65
5903,531,80,20,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",8.85
5904,691,15,8,77,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",11.52
5906,526,77,0,23,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",8.77
5907,632,69,0,31,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",10.53
5908,521,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",8.68
5909,737,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",12.28
5910,432,86,14,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",7.2
5911,299,18,0,82,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",4.98
5912,739,83,17,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",12.32
5913,592,92,0,8,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",9.87
5914,766,63,19,19,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",12.77
5915,1118,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",18.63
5916,524,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",8.73
5917,770,0,64,36,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",12.83
5918,527,81,13,6,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",8.78
5919,329,88,6,6,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",5.48
5920,509,83,0,17,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",8.48
5921,561,100,0,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",9.35
5922,1930,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",32.17
5925,498,13,37,50,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",8.3
5926,69,71,21,7,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",1.15
5927,507,13,0,88,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",8.45
5931,1060,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",17.67
5932,2494,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",41.57
5933,1688,57,44,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",28.13
5934,1018,52,48,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",16.97
5936,917,62,24,14,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",15.28
5937,287,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",4.78
5938,487,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",8.12
5939,229,22,0,78,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",3.82
5940,643,25,0,75,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",10.72
5941,890,65,30,6,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",14.83
5942,450,61,28,11,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",7.5
5943,765,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",12.75
5944,1708,58,33,8,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",28.47
5945,408,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",6.8
5947,1440,29,46,25,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",24
5948,3361,82,6,12,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",56.02
5949,924,47,53,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",15.4
5950,374,92,0,8,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",6.23
5951,509,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",8.48
5952,334,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",5.57
5953,213,86,14,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",3.55
5954,205,85,8,8,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",3.42
5955,53,0,0,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",0.88
5957,267,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",4.45
5958,475,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",7.92
5959,311,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",5.18
5960,245,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",4.08
5961,207,91,0,9,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",3.45
5962,870,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",14.5
5963,592,73,18,9,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",9.87
5964,1557,43,57,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",25.95
5965,378,93,0,7,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",6.3
5966,1042,65,35,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",17.37
5967,2120,56,44,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",35.33
5968,515,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",8.58
5969,1421,71,29,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",23.68
5970,444,14,0,86,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",7.4
5971,481,46,16,38,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",8.02
5972,235,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",3.92
5973,448,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",7.47
5974,411,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",6.85
5975,287,71,7,21,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",4.78
5976,651,71,0,29,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",10.85
5977,360,79,5,16,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",6
5978,602,100,0,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",10.03
5979,426,85,0,15,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",7.1
5980,543,75,12,13,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",9.05
5981,271,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",4.52
5982,779,64,9,27,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",12.98
5983,640,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",10.67
5984,274,79,7,14,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",4.57
5985,562,82,18,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",9.37
5986,792,64,21,14,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",13.2
5987,384,67,13,20,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",6.4
5988,397,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",6.62
5989,355,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",5.92
5990,440,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",7.33
5991,657,90,10,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",10.95
5992,995,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",16.58
5993,730,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",12.17
5994,388,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",6.47
5995,442,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",7.37
5996,602,0,20,80,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",10.03
5997,645,65,5,30,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",10.75
5998,476,73,13,13,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",7.93
5999,2393,68,18,14,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",39.88
6000,607,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",10.12
6001,311,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",5.18
6002,868,69,0,31,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",14.47
6003,931,86,14,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",15.52
6004,334,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",5.57
6005,811,0,29,71,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",13.52
6006,2333,52,48,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",38.88
6007,491,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",8.18
6008,534,71,0,29,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",8.9
6009,1542,75,10,15,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",25.7
6010,356,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",5.93
6011,391,33,44,22,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",6.52
6012,304,86,7,7,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",5.07
6013,247,29,14,57,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",4.12
6014,1621,47,53,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",27.02
6015,516,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",8.6
6016,507,83,8,8,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",8.45
6017,530,71,18,12,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",8.83
6018,547,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",9.12
6019,713,65,15,20,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",11.88
6020,1090,65,29,6,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",18.17
6021,365,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",6.08
6022,1509,54,46,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",25.15
6023,270,20,0,80,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",4.5
6024,634,25,25,50,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",10.57
6025,491,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",8.18
6026,473,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",7.88
6027,661,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",11.02
6028,445,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",7.42
6029,491,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",8.18
6030,289,70,10,20,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",4.82
6031,780,79,21,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",13
6033,623,50,25,25,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",10.38
6034,254,11,0,89,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",4.23
6035,638,17,17,67,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",10.63
6036,818,53,41,6,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",13.63
6037,1041,81,19,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",17.35
6038,747,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",12.45
6039,425,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",7.08
6040,362,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",6.03
6041,818,17,25,58,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",13.63
6042,608,69,31,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",10.13
6043,337,92,0,8,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",5.62
6044,341,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",5.68
6045,402,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",6.7
6046,996,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",16.6
6047,432,80,7,13,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",7.2
6048,791,67,6,28,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",13.18
6049,947,100,0,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",15.78
6050,252,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",4.2
6051,716,13,0,88,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",11.93
6052,640,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",10.67
6053,560,70,10,20,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",9.33
6054,399,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",6.65
6055,556,25,0,75,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",9.27
6056,1561,76,6,18,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",26.02
6057,607,84,16,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",10.12
6058,250,100,0,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",4.17
6059,560,88,12,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",9.33
6060,1148,100,0,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",19.13
6061,415,80,20,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",6.92
6062,669,63,13,25,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",11.15
6063,654,94,6,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",10.9
6064,382,82,0,18,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",6.37
6065,418,87,0,13,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",6.97
6066,741,61,17,22,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",12.35
6067,666,90,10,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",11.1
6068,396,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",6.6
6069,304,91,0,9,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",5.07
6070,141,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",2.35
6071,337,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",5.62
6072,669,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",11.15
6073,1025,62,39,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",17.08
6074,454,93,0,7,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",7.57
6075,495,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",8.25
6076,1094,87,13,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",18.23
6077,315,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",5.25
6078,836,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",13.93
6079,357,86,5,10,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",5.95
6080,428,94,0,6,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",7.13
6082,966,90,10,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",16.1
6083,474,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",7.9
6084,542,93,7,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",9.03
6085,1182,80,7,13,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",19.7
6087,2998,51,49,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",49.97
6088,480,70,25,5,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",8
6089,943,58,42,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",15.72
6090,285,93,0,7,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",4.75
6091,531,87,7,7,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",8.85
6092,529,69,12,19,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",8.82
6094,2019,47,53,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",33.65
6095,285,80,7,13,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",4.75
6096,339,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",5.65
6097,1247,50,41,8,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",20.78
6098,426,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",7.1
6100,416,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",6.93
6102,522,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",8.7
6104,400,14,0,86,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",6.67
6105,541,17,0,83,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",9.02
6107,1581,93,7,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",26.35
6108,672,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",11.2
6109,312,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",5.2
6110,543,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",9.05
6111,2310,75,12,13,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",38.5
6112,462,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",7.7
6113,395,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",6.58
6114,1008,71,0,29,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",16.8
6115,400,83,0,17,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",6.67
6116,667,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",11.12
6117,1757,74,27,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",29.28
6118,386,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",6.43
6119,703,0,17,83,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",11.72
6120,578,71,10,19,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",9.63
6121,456,81,19,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",7.6
6122,968,80,20,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",16.13
6123,325,83,0,17,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",5.42
6124,516,92,0,8,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",8.6
6125,465,72,11,17,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",7.75
6126,201,13,0,88,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",3.35
6127,491,65,29,6,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",8.18
6128,456,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",7.6
6129,818,62,23,15,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",13.63
6130,1104,62,34,4,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",18.4
6131,530,20,0,80,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",8.83
6132,263,82,9,9,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",4.38
6133,488,74,5,21,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",8.13
6134,254,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",4.23
6135,576,88,12,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",9.6
6136,306,67,8,25,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",5.1
6137,493,13,0,88,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",8.22
6138,332,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",5.53
6139,1170,67,24,10,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",19.5
6140,533,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",8.88
6141,2697,69,25,6,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",44.95
6142,425,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",7.08
6143,597,77,0,23,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",9.95
6145,684,11,0,89,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",11.4
6146,217,87,0,13,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",3.62
6147,447,83,0,17,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",7.45
6148,444,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",7.4
6149,796,65,12,24,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",13.27
6150,626,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",10.43
6152,430,9,0,91,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",7.17
6153,285,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",4.75
6154,882,58,27,15,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",14.7
6155,574,92,0,8,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",9.57
6156,486,82,0,18,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",8.1
6157,504,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",8.4
6158,676,73,23,5,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",11.27
6159,1116,10,10,80,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",18.6
6160,916,76,16,8,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",15.27
6161,1224,74,22,4,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",20.4
6162,369,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",6.15
6164,2090,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",34.83
6166,187,100,0,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",3.12
6167,280,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",4.67
6168,183,92,0,8,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",3.05
6169,458,0,0,100,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",7.63
6170,462,67,13,20,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",7.7
6171,904,13,0,88,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",15.07
6172,1988,77,23,0,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",33.13
6173,456,14,14,71,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",7.6
6175,219,75,8,17,"BIOL1040Sem2Report 1","BIOL1040","Sem2","Report 1",3.65
