Submission ID,Marking_Time (seconds),Text (%),Drawing (%),Recording (%)
9057,498,75,20,5
9058,2382,53,42,5
9059,1015,71,30,0
9060,727,91,0,9
9061,1129,82,18,0
9062,2392,75,25,0
9063,1045,100,0,0
9064,838,60,40,0
9065,662,86,14,0
9066,738,100,0,0
9067,78,0,0,0
9068,1220,74,26,0
9069,295,100,0,0
9070,820,0,0,100
9071,408,33,67,0
9072,1768,100,0,0
9073,285,100,0,0
9074,251,27,0,73
9075,294,0,0,100
9076,866,88,12,0
9077,162,100,0,0
9078,172,33,0,67
9079,1343,72,28,0
9080,729,85,15,0
9081,534,0,0,100
9082,370,80,20,0
9083,480,75,25,0
9084,508,0,0,100
9085,2061,69,28,3
9086,361,0,0,100
9087,2613,61,39,0
9088,1675,91,9,0
9089,1699,83,17,0
9090,632,0,60,40
9091,537,0,0,100
9092,363,83,17,0
9093,490,86,0,14
9094,924,81,19,0
9095,742,75,25,0
9096,3,68,31,0
9097,2955,58,39,3
9098,466,100,0,0
9099,295,100,0,0
9100,387,100,0,0
9101,635,80,20,0
9102,918,85,8,8
9103,1074,100,0,0
9104,475,100,0,0
9105,1223,76,24,0
9106,722,87,7,7
9107,925,42,58,0
9108,1093,86,14,0
9109,455,0,0,100
9110,375,0,0,100
9111,516,0,0,100
9112,1014,67,20,13
9113,507,69,31,0
9114,232,22,11,67
9115,543,77,23,0
9116,1186,46,54,0
9117,614,85,15,0
9118,1591,69,31,0
9119,432,100,0,0
9120,624,0,65,35
9121,414,50,17,33
9122,752,0,0,100
9123,904,59,42,0
9124,1477,75,20,5
9125,1072,67,33,0
9126,798,63,13,25
9127,1902,0,41,59
9128,367,33,33,33
9153,373,100,0,0
9160,602,100,0,0
9161,377,71,29,0
9162,533,33,50,17
9163,791,0,58,42
9164,547,0,0,100
9165,189,100,0,0
9166,707,58,33,8
9167,450,91,9,0
9168,671,0,67,33
9169,994,6,61,33
9170,475,85,8,8
9171,706,27,18,55
9172,454,0,0,100
9173,289,86,14,0
9174,639,0,62,38
9175,659,0,58,42
9176,1763,47,43,10
9177,608,100,0,0
9178,383,0,0,100
9179,739,53,30,18
9180,1423,60,20,20
9181,280,100,0,0
9182,883,63,38,0
9183,286,89,11,0
9184,795,50,28,22
9185,450,18,73,9
9186,319,50,0,50
9187,2080,45,18,36
9188,918,61,39,0
9189,748,83,17,0
9190,1014,67,33,0
9191,978,74,26,0
9192,1290,0,0,100
9193,785,0,0,100
9194,1194,76,24,0
9195,14,79,22,0
9196,313,0,0,100
9197,442,0,0,100
9198,870,100,0,0
9199,805,53,47,0
9200,780,0,0,100
9201,319,90,10,0
9202,975,90,10,0
9203,1959,87,13,0
9204,604,100,0,0
9205,342,57,0,43
9206,481,0,0,100
9207,962,93,7,0
9208,712,7,60,33
9209,156,100,0,0
9210,369,0,25,75
9211,292,20,0,80
9212,1227,54,46,0
9213,843,0,0,100
9214,349,70,30,0
9215,123,53,37,11
9216,725,40,10,50
9217,411,0,0,100
9218,424,78,0,22
9219,488,85,8,8
9220,479,73,7,20
9221,446,52,29,19
9222,567,92,8,0
9223,10402,6,72,22
9224,172,0,0,100
9225,146,100,0,0
9226,569,42,8,50
9227,554,31,46,23
9228,402,85,8,8
9229,1256,81,19,0
9230,1176,56,34,11
9231,1646,73,27,0
9232,461,100,0,0
9233,720,50,29,21
9234,306,100,0,0
9235,189,83,17,0
9236,678,68,32,0
9237,277,100,0,0
9238,326,100,0,0
9239,97,44,33,22
9240,12,100,0,0
9241,534,0,0,100
9242,871,71,29,0
9243,14,100,0,0
9244,1033,39,48,13
9245,1372,57,42,0
9246,1248,44,11,44
9247,40,88,12,0
9248,13,100,0,0
9249,176,92,8,0
9250,40,82,18,0
9251,659,0,0,100
9252,573,67,0,33
9253,1012,38,44,19
9254,817,91,0,9
9255,526,69,31,0
9256,1138,22,44,33
9257,681,0,62,38
9258,657,0,0,100
9259,190,75,0,25
9260,833,100,0,0
9261,1263,85,15,0
9262,1033,46,8,46
9263,1050,0,56,44
9264,202,13,63,25
9265,343,0,0,100
9266,583,86,14,0
9267,1541,0,0,100
9268,695,61,39,0
9269,417,71,7,21
9270,213,63,0,38
9271,359,100,0,0
9272,915,30,48,22
9273,482,82,0,18
9274,22,100,0,0
9275,279,100,0,0
9276,461,21,64,14
9277,1562,0,0,100
9278,1078,0,0,100
9279,1089,47,33,20
9280,494,100,0,0
9281,376,100,0,0
9282,269,90,10,0
9283,262,0,0,100
9284,1238,75,6,19
9285,589,0,0,100
9286,280,100,0,0
9287,1552,82,18,0
9288,54,75,0,25
9289,10,100,0,0
9290,408,79,7,14
9291,241,0,0,100
9292,505,88,13,0
9293,314,44,0,56
9294,594,85,15,0
9295,181,100,0,0
9296,2607,80,20,0
9297,125,95,5,0
9298,284,75,25,0
9299,126,53,29,18
9300,422,73,9,18
9301,574,13,73,13
9302,508,0,0,100
9303,254,92,8,0
9304,1039,90,10,0
9305,1028,0,0,100
9306,427,83,17,0
9307,2498,65,30,5
9308,239,100,0,0
9309,298,71,29,0
9310,1456,60,35,5
9311,139,100,0,0
9312,295,0,0,100
9313,359,0,0,100
9314,925,0,0,100
9315,317,100,0,0
9316,234,100,0,0
9317,580,62,38,0
9318,471,86,14,0
9319,498,77,8,15
9320,384,0,0,100
9321,526,67,8,25
9322,701,13,67,20
9323,172,100,0,0
9324,502,0,0,100
9325,397,82,12,6
9326,421,0,0,100
9327,2162,84,16,0
9328,559,79,21,0
9329,381,83,8,8
9330,292,79,21,0
9331,1731,61,38,0
9332,1373,80,20,0
9333,84,100,0,0
9334,696,47,29,24
9335,1027,65,36,0
9336,236,0,0,100
9337,724,75,25,0
9338,759,42,58,0
9339,416,0,0,100
9340,625,0,0,100
9341,1508,67,8,25
9342,263,100,0,0
9343,346,90,0,10
9344,0,0,0,0
9345,656,67,22,11
9346,1660,0,0,100
9347,472,88,13,0
9348,376,0,0,100
9349,444,0,0,100
9350,767,71,21,7
9351,743,90,10,0
9352,71,0,0,100
9353,714,0,0,100
9354,283,0,0,100
9355,245,33,0,67
9356,855,65,36,0
9357,1139,81,19,0
9358,443,91,9,0
9359,472,0,0,100
9360,451,67,8,25
9361,1032,70,30,0
9362,384,62,15,23
9363,766,0,65,35
9368,211,0,0,100
9369,967,46,46,7
9370,337,0,0,100
9371,1661,69,25,6
9372,200,0,0,100
9373,203,0,0,100
9374,20,100,0,0
9375,677,100,0,0
9376,185,100,0,0
9377,511,0,0,100
9378,365,0,0,100
9379,642,95,5,0
9380,910,89,11,0
9381,651,63,37,0
9382,1141,90,0,10
9383,178,68,32,0
9384,238,0,0,100
9385,344,100,0,0
9386,47,73,27,0
9387,600,61,33,6
9388,46,100,0,0
9389,494,76,24,0
9390,430,0,0,100
9391,111,40,45,15
9392,834,63,38,0
9393,454,100,0,0
9394,269,80,20,0
9395,245,100,0,0
9396,1350,79,21,0
9397,586,0,0,100
9398,245,100,0,0
9399,554,60,20,20
9400,576,61,39,0
9401,231,0,0,100
9402,314,100,0,0
9403,838,52,48,0
9404,314,100,0,0
9405,50,0,0,100
9406,555,0,0,100
9407,268,100,0,0
9408,239,33,0,67
9409,159,100,0,0
9410,470,0,0,100
9411,1203,75,0,25
9412,1088,62,30,8
9413,973,100,0,0
9414,7,100,0,0
9415,359,71,29,0
9416,291,0,0,100
9417,877,0,0,100
9418,539,0,0,100
9419,451,73,27,0
9420,7,0,0,100
9421,385,100,0,0
9422,10,83,17,0
9423,225,0,0,100
9424,367,0,0,100
9425,709,81,19,0
9426,590,79,21,0
9427,890,74,26,0
9428,694,82,18,0
9429,505,0,0,100
9430,1000,95,5,0
9431,359,78,22,0
9432,713,85,15,0
9433,451,82,18,0
9434,228,44,56,0
9435,487,100,0,0
9436,454,25,0,75
9437,386,13,0,88
9438,265,100,0,0
9439,250,0,0,100
9440,690,92,0,8
9441,280,0,0,100
9442,115,100,0,0
9443,352,33,0,67
9444,1215,29,62,9
9445,627,91,0,9
9446,492,90,0,10
9447,1539,57,26,17
9448,318,67,33,0
9449,529,79,21,0
9450,846,26,63,11
9451,423,14,0,86
9452,352,0,0,100
9453,321,0,0,100
9454,345,94,6,0
9455,615,91,9,0
9456,1151,75,13,13
9457,308,100,0,0
9458,11,90,10,0
9459,419,100,0,0
9460,828,0,0,100
9461,0,0,0,0
9462,221,83,17,0
9463,617,27,0,73
9464,545,0,0,100
9465,381,100,0,0
9466,211,100,0,0
9467,1305,68,21,11
9468,895,57,24,19
9469,510,89,11,0
9470,566,0,0,100
9471,75,100,0,0
9472,1105,55,29,16
9473,1081,79,21,0
9474,756,85,16,0
9475,1038,22,67,11
9476,536,90,10,0
9477,466,100,0,0
9478,232,0,0,100
9479,446,0,0,100
9480,913,82,9,9
9481,132,0,0,100
9482,320,100,0,0
9483,380,65,36,0
9484,765,36,48,16
9485,285,0,0,100
9486,1403,77,23,0
9487,525,81,19,0
9488,390,91,9,0
9489,236,0,0,100
9490,719,73,27,0
9491,231,82,9,9
9492,1024,20,67,13
9493,1421,100,0,0
9494,670,74,26,0
9495,341,88,13,0
9496,745,71,28,0
9497,540,26,63,11
9498,42,85,15,0
9499,256,100,0,0
9500,632,38,44,19
9501,634,29,67,5
9502,278,47,53,0
9503,206,80,20,0
9504,1354,67,34,0
9505,212,0,0,100
9506,1328,94,6,0
9507,439,80,20,0
9508,1089,45,45,10
9509,321,0,0,100
9510,398,100,0,0
9511,376,38,62,0
9512,593,0,0,100
9513,350,100,0,0
9514,531,53,35,12
9515,773,56,44,0
9516,224,80,20,0
9517,13,0,0,100
9518,152,100,0,0
9519,1068,60,25,15
9520,10,100,0,0
9521,475,100,0,0
9522,255,100,0,0
9523,197,100,0,0
9524,868,67,34,0
9525,734,50,39,11
9526,249,75,25,0
9527,280,100,0,0
9528,256,100,0,0
9529,247,100,0,0
9530,221,0,0,100
9531,9,0,0,100
9532,139,100,0,0
9533,413,0,0,100
9534,551,83,17,0
9535,440,85,8,8
9536,479,50,0,50
9537,541,100,0,0
9538,183,100,0,0
9539,170,0,0,0
9540,598,100,0,0
9541,980,0,0,100
9542,722,86,7,7
9543,561,19,76,5
9544,644,83,17,0
9545,805,76,24,0
9546,505,40,33,27
9547,1723,15,54,31
9548,200,0,0,100
9549,7,0,0,100
9550,1048,58,43,0
9551,1362,68,32,0
9552,739,21,72,7
9553,900,0,0,100
9554,1176,81,19,0
9555,194,100,0,0
9556,280,100,0,0
9557,210,100,0,0
9558,241,80,20,0
9559,470,44,56,0
9560,1112,67,33,0
9561,201,100,0,0
9677,539,92,8,0
9678,569,100,0,0
9679,196,0,0,100
9680,389,92,0,8
9681,322,0,0,100
9682,223,0,0,100
9683,644,48,35,17
9684,693,100,0,0
9685,406,79,22,0
9686,337,92,8,0
9687,10,100,0,0
9688,826,43,43,13
9689,1459,83,17,0
9690,880,0,56,44
9691,524,67,33,0
9692,403,0,0,100
9693,709,89,11,0
9694,531,0,50,50
9695,538,76,24,0
9696,214,75,25,0
9697,619,85,15,0
9698,779,0,50,50
9699,1066,27,67,7
9700,785,60,20,20
9701,494,100,0,0
9702,241,0,82,18
9703,36,24,71,6
9704,278,0,0,100
9705,1079,94,6,0
9706,875,36,50,14
9707,986,81,19,0
9708,270,8,67,25
9709,333,0,0,100
9710,639,0,43,57
9711,305,75,8,17
9712,402,0,0,100
9713,1394,35,52,13
9714,81,100,0,0
9715,731,83,17,0
9716,688,56,33,11
9717,978,33,34,33
9718,229,100,0,0
9719,730,91,9,0
9720,162,0,0,100
9721,163,0,0,100
9722,490,7,60,33
9723,423,82,9,9
9724,2006,56,25,19
9725,1378,70,30,0
9726,219,100,0,0
9727,331,0,0,100
9728,589,83,17,0
9729,1082,67,22,11
9730,254,69,19,13
9731,152,48,48,5
9732,415,50,39,11
9733,887,7,64,29
9734,0,0,0,0
9735,392,100,0,0
9736,192,100,0,0
9737,960,37,53,11
9738,165,0,0,100
9739,544,23,23,54
9740,784,69,31,0
9741,1239,33,50,17
9742,359,0,0,100
9743,491,75,17,8
9744,432,0,0,100
9745,516,71,14,14
9746,892,77,23,0
9747,38,100,0,0
9748,1616,45,55,0
9749,267,100,0,0
9750,394,0,0,100
9751,386,71,14,14
9752,717,100,0,0
9753,147,100,0,0
9754,641,0,25,75
9755,197,75,25,0
9756,538,0,0,100
9757,1280,52,48,0
9758,530,69,23,8
9759,310,91,0,9
9760,592,0,9,91
9761,1023,53,40,7
9762,1309,64,28,7
9763,1394,58,31,12
9764,369,100,0,0
9765,231,100,0,0
9766,1594,58,42,0
9767,80,92,8,0
9768,506,78,0,22
9769,236,0,0,100
9770,488,83,8,8
9771,523,0,0,100
9772,637,42,58,0
9773,291,0,0,100
9774,501,50,45,5
9775,164,67,33,0
9776,1888,57,26,17
9777,530,100,0,0
9778,337,0,0,100
9779,354,0,0,100
9780,1493,50,33,17
9781,384,0,0,100
9782,1110,42,42,16
9783,246,100,0,0
9784,207,29,65,6
9785,946,37,47,16
9786,407,0,0,100
9787,379,0,0,100
9788,186,0,0,100
9789,265,0,0,100
9790,400,75,8,17
9791,472,73,27,0
9792,381,100,0,0
9793,216,0,0,100
9794,295,0,0,100
9795,1323,83,17,0
9796,415,100,0,0
9797,961,100,0,0
9798,500,38,50,12
9799,692,0,0,100
9800,282,91,0,9
9801,361,87,13,0
9802,217,86,14,0
9803,799,7,47,47
9804,731,88,12,0
9805,135,20,70,10
9806,29,100,0,0
9807,174,100,0,0
9808,387,67,33,0
9809,479,100,0,0
9810,336,76,24,0
9811,339,100,0,0
9812,1108,82,18,0
9813,413,57,0,43
9814,144,100,0,0
9815,671,0,0,100
9816,446,92,8,0
9817,498,63,37,0
9818,294,0,0,100
9819,514,7,53,40
9820,958,83,17,0
9821,424,0,0,100
9822,541,73,9,18
9823,551,0,0,100
9824,401,0,0,100
9825,674,37,53,11
9826,720,47,46,7
9827,665,0,0,100
9828,614,69,15,15
9829,433,92,8,0
9830,579,83,8,8
9831,629,73,27,0
9832,809,88,13,0
9833,165,100,0,0
9834,121,0,0,100
9835,898,55,45,0
9836,371,0,85,15
9837,159,100,0,0
9838,630,71,14,14
9839,557,100,0,0
9840,626,42,58,0
9841,539,39,56,6
9842,345,100,0,0
9843,597,88,12,0
9844,127,100,0,0
9845,172,100,0,0
9846,372,70,10,20
9847,418,0,0,100
9848,995,48,39,13
9849,306,0,0,100
9850,168,0,0,100
9851,495,92,8,0
9852,379,0,0,100
9853,316,93,7,0
9854,1447,65,20,15
9855,1144,31,50,19
9856,260,100,0,0
9857,664,82,18,0
9858,13,93,7,0
9859,402,0,65,35
9860,398,0,33,67
9861,1492,94,6,0
9862,758,54,36,11
9863,306,89,11,0
9864,225,0,0,100
9947,1184,82,18,0
10312,379,0,0,100
10313,712,38,43,19
10314,1174,48,36,16
10315,267,0,0,100
10316,492,100,0,0
10317,288,0,0,100
10318,530,100,0,0
10319,970,8,16,77
10320,459,94,6,0
10321,110,100,0,0
10322,381,88,0,13
10323,425,0,0,100
10324,527,83,17,0
10325,208,100,0,0
10326,10,0,0,100
10327,738,41,41,18
10492,0,0,0,0
10496,610,8,58,33
10497,137,0,0,0
10498,646,71,29,0
10499,84,71,29,0
10605,307,17,0,83
10606,208,90,0,10
10607,313,77,15,8
10684,0,0,0,0
10685,0,0,0,0
10686,0,0,0,0
10687,0,0,0,0
10692,10,100,0,0
10694,1175,64,18,18
10695,0,0,0,0
10696,194,100,0,0
