"","SubmissionID","StudentID","MarkerID","Publish.Time","Intro","Hypoth","Methods","Results.text","Fig.Tables","Legend.Title","Disc.InterpFindings","Disc.IntegrateLit","Refs","Kn.PhysMechs","Kn.ExpApproach","W.Structure","W.LanguageJargon","W.GrammarSpelling","Final.Grade"
"46",10653,"S8583875","T36","31/10/13 12:04",35,100,80,50,100,80,0,35,80,35,35,80,65,"80",53.75
"47",10654,"S8575513","T29","31/10/13 12:04",35,80,50,65,50,50,50,35,65,50,35,65,65,"65",50.75
"48",10655,"S8668771","T35","31/10/13 12:04",35,80,50,35,80,50,50,50,80,50,65,80,80,"80",56.75
"49",10656,"S8589129","T37","31/10/13 12:04",80,100,100,100,100,100,50,50,80,65,65,65,65,"65",75.5
"50",10657,"S8635285","T35","N/A",0,0,0,0,0,0,0,0,0,0,0,100,100,"100",15
"51",10658,"S8659403","T29","31/10/13 12:04",80,100,80,65,80,80,100,80,100,100,100,100,100,"100",89.25
"52",10659,"S8571161","T37","31/10/13 12:04",65,100,100,100,100,100,65,50,80,65,65,65,65,"65",74.75
"53",10660,"S8564929","T30","31/10/13 12:04",65,100,100,100,100,80,80,65,100,80,80,65,80,"80",81.5
"54",10661,"S8576773","T09","31/10/13 12:04",65,100,100,100,80,35,65,50,65,50,50,80,65,"80",69
"55",10662,"S8583249","T37","31/10/13 12:04",80,100,100,100,100,100,80,80,100,100,80,65,80,"80",88.25
"56",10663,"S8470217","T30","31/10/13 12:04",65,100,80,65,80,80,65,65,80,65,65,65,80,"80",72
"57",10664,"S8529435","T36","31/10/13 12:04",80,100,65,65,100,100,50,50,100,80,65,65,65,"80",73.5
"58",10665,"S8582337","T35","31/10/13 12:04",50,100,65,65,80,50,50,50,50,50,65,50,80,"80",60
"59",10666,"S8592729","T35","31/10/13 12:04",65,100,80,80,50,50,35,35,35,50,80,35,65,"65",57.75
"60",10667,"S8581099","T35","31/10/13 12:04",80,100,100,100,100,80,80,80,100,80,80,100,100,"80",88
"61",10668,"S8667711","T35","31/10/13 12:04",80,100,100,80,100,100,80,80,80,65,80,100,100,"100",86.5
"62",10669,"S8577287","T36","31/10/13 12:04",35,65,50,65,100,100,35,50,35,35,35,50,50,"65",50.5
"63",10670,"S8588003","T09","31/10/13 12:04",35,100,100,80,100,65,35,35,100,35,65,65,65,"80",61.75
"64",10671,"S8639969","T35","31/10/13 12:04",65,100,80,80,100,80,65,50,80,65,80,65,80,"80",73
"65",10672,"S8409209","T09","31/10/13 12:04",80,100,100,100,100,35,65,80,100,80,100,80,80,"80",83.25
"66",10673,"S8559519","T36","31/10/13 12:04",50,100,65,50,80,50,50,65,65,65,50,80,50,"65",61.5
"67",10674,"S8637641","T30","31/10/13 12:04",65,100,100,80,100,65,65,80,80,80,80,65,80,"80",78.75
"68",10675,"S8638537","T35","31/10/13 12:04",80,100,80,100,100,80,80,80,80,80,80,80,80,"100",84
"69",10676,"S8580175","T29","31/10/13 12:04",35,100,50,65,100,65,65,50,80,50,50,65,65,"80",60.25
"70",10677,"S8600971","T35","31/10/13 12:04",50,35,80,80,100,100,50,50,65,50,50,65,65,"50",61
"71",10678,"S8529919","T09","31/10/13 12:04",80,100,100,65,100,35,50,80,80,65,65,80,50,"80",74.25
"72",10679,"S8528461","T09","31/10/13 12:04",65,100,100,35,65,50,65,50,65,50,65,80,65,"65",65.75
"73",10680,"S8531973","T36","31/10/13 12:04",35,100,80,0,100,80,50,65,35,50,50,65,50,"65",57
"74",10681,"S8285971","T30","31/10/13 12:04",50,80,80,0,100,80,65,65,65,50,65,65,80,"80",64.25
"75",10688,"S8472709","T29","31/10/13 12:04",20,65,65,0,50,0,0,0,0,20,20,20,50,"35",23.5
"76",10689,"S8593047","T09","31/10/13 12:04",65,100,100,100,80,35,50,50,80,65,80,80,50,"80",70.5
"77",10690,"S8581211","T36","31/10/13 12:04",80,80,65,65,100,100,50,65,80,80,50,65,65,"50",70.75
"78",10691,"S8606083","T37","31/10/13 12:04",65,100,100,100,100,100,80,65,65,80,65,65,50,"65",77.75
"79",10693,"S8577989","T36","31/10/13 12:04",35,50,65,100,80,80,0,50,50,35,50,65,65,"80",51.25
"80",10707,"S8514505","T30","31/10/13 12:04",50,100,80,65,80,100,65,65,80,65,65,50,80,"65",69.25
"81",10708,"S8586065","T29","1/11/13 9:54",50,100,65,0,100,50,0,0,80,35,35,50,50,"80",44.75
"82",10711,"S8635285","T35","4/11/13 5:11",65,100,80,80,65,100,80,65,80,65,65,80,65,"50",73
