Submission ID,Marking_Time (seconds),Text (%),Drawing (%),Recording (%)
2445,723,0,0,100
2446,1243,50,13,38
2447,2303,29,48,24
2448,588,52,29,19
2449,514,0,0,100
2450,413,0,0,100
2451,844,78,11,11
2452,5058,59,26,15
2453,783,18,18,64
2454,989,79,7,14
2455,692,93,0,7
2456,452,50,11,39
2457,1042,88,6,6
2458,0,0,0,0
2459,796,0,0,100
2460,1165,90,0,10
2461,1281,67,17,17
2462,846,81,0,19
2463,629,36,27,36
2464,1943,0,25,75
2465,424,0,0,100
2466,1251,18,23,59
2467,4132,9,61,30
2468,1261,8,41,51
2469,538,60,0,40
2470,2078,0,7,93
2471,630,33,22,44
2472,1956,73,16,12
2473,1303,35,30,35
2474,1153,80,10,10
2475,1025,25,25,50
2476,1164,53,14,33
2477,615,30,20,50
2478,1096,42,0,58
2479,707,83,0,17
2480,777,57,29,14
2481,481,0,0,100
2482,2009,69,0,31
2483,1457,0,38,62
2484,994,13,13,73
2485,951,78,11,11
2486,0,0,0,0
2487,2545,85,8,8
2488,1332,0,0,0
2489,543,29,14,57
2490,1485,14,43,43
2491,610,0,8,92
2492,4131,17,53,31
2493,1249,91,0,9
2494,863,6,6,88
2495,1462,68,26,5
2496,1515,0,0,100
2497,505,38,13,50
2498,1592,6,33,61
2499,869,0,0,100
2500,0,0,0,0
2501,654,0,0,100
2502,330,0,0,100
2503,1345,21,14,64
2504,495,0,0,100
2505,671,0,0,100
2507,697,0,0,100
2508,1566,19,48,33
2509,1343,56,33,11
2510,1183,79,7,14
2511,498,0,0,100
2512,1627,5,21,74
2513,1062,85,0,15
2514,772,20,30,50
2515,1362,5,30,65
2516,1978,0,0,100
2517,650,0,0,100
2518,1164,50,0,50
2519,458,0,0,100
2520,612,0,0,100
2521,1954,22,44,35
2522,818,10,10,80
2523,2389,24,44,32
2524,368,0,0,100
2525,678,92,0,8
2526,715,67,0,33
2527,2358,79,10,11
2528,265,50,0,50
2529,0,0,0,0
2530,1045,77,0,23
2531,2657,59,35,6
2532,2446,71,25,4
2533,1885,57,0,43
2535,1292,77,0,23
2536,1552,74,23,4
2537,0,0,0,0
2538,1072,85,0,15
2539,2629,17,61,22
2540,0,0,0,0
2541,432,63,13,25
2542,1366,38,0,63
2543,429,0,0,100
2544,961,60,28,12
2545,946,38,31,31
2546,2171,20,20,60
2547,501,0,0,100
2548,688,8,8,85
2550,822,75,19,6
2551,1027,17,17,67
2552,1771,21,41,38
2553,1883,36,14,50
2554,863,0,0,100
2555,1039,0,0,100
2556,664,18,27,55
2557,451,11,11,78
2558,5102,21,53,26
2559,583,64,27,9
2560,2741,64,18,18
2561,1064,43,30,26
2562,584,13,13,75
2563,927,0,0,100
2564,3535,0,0,0
2565,677,0,0,100
2566,711,0,0,100
2567,1020,7,7,87
2568,1125,0,0,100
2569,574,0,0,100
2570,574,10,0,90
2571,529,0,0,100
2572,641,0,0,100
2573,1732,69,8,23
2574,602,0,0,100
2575,1641,0,0,0
2576,1192,56,11,33
2577,713,69,0,31
2578,613,65,27,8
2579,1428,73,7,20
2580,405,0,0,100
2581,502,0,0,100
2582,743,64,7,29
2583,1095,29,0,71
2584,634,0,0,100
2585,839,0,0,100
2586,1127,0,0,100
2587,1012,0,20,80
2588,0,0,0,0
2589,707,0,0,100
2590,0,0,0,0
2591,1215,0,0,100
2592,840,32,42,26
2593,920,0,0,100
2594,1001,24,44,32
2595,1452,0,0,100
2596,640,0,0,100
2597,1905,18,12,71
2598,1909,64,9,27
2599,2101,8,0,92
2600,2273,46,8,46
2601,5298,6,47,47
2602,1534,85,0,15
2603,341,0,0,100
2604,3166,57,7,36
2605,402,0,0,100
2606,906,33,33,33
2607,1016,15,15,69
2608,944,18,41,41
2609,1264,8,0,92
2610,355,0,0,100
2611,2970,82,14,5
2612,369,0,0,100
2613,491,0,29,71
2614,578,0,0,100
2615,446,32,32,36
2616,1598,6,28,67
2617,332,0,0,100
2618,1085,17,11,72
2619,904,0,0,100
2620,947,31,31,38
2621,2070,86,0,14
2622,682,0,0,100
2623,1560,33,28,39
2624,1235,33,0,67
2625,1646,8,0,92
2626,1327,26,45,29
2627,834,73,0,27
2628,0,0,0,0
2629,839,67,7,27
2630,1197,8,33,58
2631,1240,33,0,67
2632,644,0,0,100
2633,2215,4,43,54
2634,625,50,0,50
2635,2157,0,0,100
2636,588,25,0,75
2637,2107,75,21,4
2638,1225,0,0,100
2639,1796,74,5,21
2640,1231,70,21,9
2641,1744,0,45,55
2642,716,0,0,100
2643,776,69,19,13
2644,535,0,0,100
2645,286,58,35,6
2646,555,100,0,0
2647,823,33,11,56
2648,645,64,0,36
2649,1896,0,0,0
2650,483,0,0,100
2651,877,8,0,92
2652,644,0,0,100
2653,977,0,0,100
2654,929,13,13,75
2655,1597,12,18,71
2656,480,0,0,100
2657,685,0,0,100
2686,281,45,0,55
2687,576,0,0,100
2688,1802,0,0,100
2689,484,0,0,100
2690,772,82,6,12
2691,891,0,65,35
2692,1024,0,0,100
2693,497,47,0,53
2695,1589,19,19,62
2696,556,17,39,43
2697,107,18,36,47
2698,1011,80,0,20
2699,0,0,0,0
2700,1138,27,13,60
2701,1059,73,7,20
2702,976,33,0,67
2703,822,68,23,9
2704,716,0,0,100
2705,1025,80,0,20
2706,612,17,0,83
2707,1458,22,26,52
2708,846,0,36,65
2709,913,77,0,23
2710,415,56,0,44
2832,914,60,24,16
2712,897,76,18,6
2713,341,73,0,27
2724,542,47,0,53
2725,662,0,0,100
2726,463,0,0,100
2727,1007,46,0,54
2728,967,65,10,25
2729,404,31,0,69
2730,516,0,0,100
2731,465,88,0,13
2732,1965,59,31,10
2733,1029,0,0,100
2734,661,0,0,100
2735,1028,66,28,6
2736,793,93,0,7
2737,868,76,15,10
2738,425,54,0,46
2739,1123,0,0,100
2740,1806,68,16,16
2741,707,46,0,54
2742,223,89,0,11
2743,769,0,0,100
2744,360,91,0,9
2745,736,76,19,5
2746,525,89,0,11
2747,572,50,0,50
2748,1151,24,53,24
2749,646,18,18,65
2750,914,0,0,100
2752,574,21,0,79
2753,719,56,0,44
2754,520,53,0,47
2755,1220,11,0,89
2756,818,54,31,15
2757,497,13,0,88
2758,810,33,19,48
2759,481,90,0,10
2760,763,68,16,16
2761,45,79,14,7
2762,627,36,0,64
2763,1262,0,0,100
2764,473,0,0,100
2765,806,0,0,100
2766,747,0,0,100
2767,628,91,0,9
2768,0,0,0,0
2769,297,88,0,13
2770,1525,0,0,100
2771,1798,25,0,75
2772,487,62,0,38
2773,824,31,0,69
2774,279,89,0,11
2775,1019,50,13,38
2776,665,33,7,60
2777,965,29,33,38
2778,1080,71,25,4
2779,384,92,0,8
2780,274,56,0,44
2781,514,46,0,54
2782,739,21,14,64
2783,239,90,0,10
2784,577,25,0,75
2785,788,9,9,82
2786,526,36,9,55
2787,272,91,0,9
2788,1343,33,0,67
2789,668,42,17,42
2790,378,42,0,58
2791,1800,0,37,63
2793,967,30,26,43
2794,4984,59,38,3
2795,471,58,16,26
2797,6307,38,51,11
2800,1184,69,15,15
2801,8940,29,57,14
2802,3456,71,25,4
2803,1149,27,32,41
2806,708,0,0,100
2814,317,27,54,18
2810,1700,12,56,32
2813,615,86,0,14
2833,868,76,18,6
2834,541,0,0,100
2835,413,58,0,42
2836,775,61,17,22
2837,1390,50,14,36
2838,304,0,0,100
2839,728,0,0,100
2840,778,15,50,35
2841,499,60,35,5
2842,893,15,35,50
2843,1160,5,47,47
2844,645,8,23,69
2845,979,19,13,69
2846,382,0,0,100
2847,1440,71,12,18
2848,658,30,0,70
2849,506,0,0,100
3898,1609,18,0,82
2851,718,18,6,76
2852,754,91,0,9
2853,648,8,8,83
2854,2131,8,46,46
2855,0,0,0,0
2856,634,81,6,13
2857,594,25,0,75
2858,713,67,11,22
2859,1552,6,24,71
2860,0,0,0,0
2861,894,23,0,77
2862,2370,11,11,79
2863,916,67,0,33
2864,752,15,8,77
2865,346,10,0,90
2866,1007,11,39,50
2867,802,21,32,47
2868,1680,80,0,20
2869,679,53,0,47
2870,469,100,0,0
3120,1088,40,30,30
2872,414,0,0,100
2873,748,30,20,50
2874,449,0,0,100
2875,1186,31,13,56
2876,405,0,0,100
2877,1168,0,0,100
2878,1321,20,13,67
2879,407,47,0,53
2880,886,26,35,39
2881,397,90,0,10
2882,1924,0,0,100
2883,454,67,8,25
2884,500,0,0,100
2885,1432,12,52,36
2886,0,0,0,0
2887,641,6,13,81
2888,1004,25,0,75
2889,344,36,0,64
2890,553,0,0,100
2891,2041,11,37,53
2892,577,83,0,17
2893,3562,9,48,43
2894,281,76,0,24
2895,2408,44,11,44
2896,1223,18,19,64
2897,319,54,0,46
2898,1218,83,6,11
2899,955,19,25,56
2900,460,64,0,36
2901,1958,77,8,15
2902,348,36,0,64
2903,720,20,20,60
2904,286,25,0,75
2905,670,67,0,33
2906,942,14,57,29
2907,2078,9,34,57
2908,866,47,7,47
2909,668,0,8,92
2910,729,78,0,22
2911,57,8,60,32
2912,0,0,0,0
2913,3096,11,46,43
2914,573,19,50,31
2915,506,47,0,53
2916,442,40,40,20
2917,660,29,36,36
2918,1866,14,43,43
2919,749,69,8,23
2920,706,15,8,77
2921,479,30,10,60
2922,694,0,0,100
2923,556,20,10,70
2924,582,0,0,100
2925,292,80,0,20
2926,517,75,13,13
2927,905,0,0,100
2928,396,18,9,73
2929,481,0,0,100
2930,608,0,0,100
2931,737,0,0,100
2932,608,100,0,0
2933,563,50,10,40
2934,748,71,14,14
2935,567,33,48,19
2936,424,31,38,31
2937,679,5,37,58
2938,0,0,0,0
2939,816,0,0,100
2940,1313,7,13,80
2941,1606,89,0,11
2942,1983,12,32,56
2943,432,0,0,100
2944,640,56,0,44
2945,0,0,0,0
2946,684,36,0,64
2947,306,11,0,89
2948,883,58,25,17
2949,1197,8,0,92
2950,765,71,7,21
2951,495,67,13,20
2952,817,50,38,13
2953,333,20,53,27
2954,1829,23,58,20
2955,438,25,42,33
2956,838,38,33,29
2957,634,60,13,27
2958,584,43,29,29
2959,587,0,0,100
2960,997,37,40,23
2961,1231,0,20,80
2962,2728,7,47,47
2963,975,50,40,10
2964,564,33,11,56
2965,282,13,0,88
2966,372,75,6,19
2967,633,36,18,45
2968,383,40,40,20
2969,582,7,7,86
2970,629,0,0,100
2971,612,31,0,69
2972,479,30,43,26
2973,1387,55,36,9
2974,532,27,32,41
2975,824,50,33,17
2976,391,0,0,100
2977,551,75,15,10
2978,804,71,14,14
2979,443,64,0,36
2980,645,0,0,100
2981,1648,13,43,45
2982,435,31,0,69
2983,386,18,0,82
2984,1128,45,36,18
2985,483,9,43,47
2986,1037,0,18,82
2987,500,0,0,100
2988,338,0,0,100
2989,580,67,0,33
2990,585,79,11,11
2991,2296,6,22,72
2992,793,40,20,40
2993,502,67,14,20
2994,479,0,0,100
2995,499,0,0,100
2996,1101,45,32,23
2997,865,25,25,50
2998,456,0,0,100
2999,356,0,10,90
3000,372,0,0,100
3001,0,0,0,0
3002,636,0,0,100
3003,457,23,0,77
3004,1745,39,50,11
3005,1006,10,10,80
3006,591,9,0,91
3007,980,35,53,12
3008,88,0,0,0
3009,726,55,27,18
3010,467,0,0,100
3012,523,0,0,100
3013,629,25,13,63
3014,479,0,0,100
3015,576,20,0,80
3016,579,0,0,100
3017,503,89,0,11
3018,668,13,0,88
3019,276,90,0,10
3020,613,89,5,5
3021,1353,14,14,71
3022,363,43,21,36
3023,1084,80,20,0
3024,490,29,0,71
3025,2432,62,38,0
3026,719,86,14,0
3027,1087,0,8,92
3028,620,31,0,69
3029,0,0,0,0
3030,476,80,7,13
3031,3516,39,44,17
3032,0,0,0,0
3033,472,89,0,11
3034,333,0,0,100
3035,330,91,0,9
3036,1591,22,33,44
3037,767,93,0,7
3038,0,0,0,0
3039,764,92,0,8
3040,279,89,0,11
3041,612,79,11,11
3042,783,77,23,0
3043,703,39,35,26
3044,0,0,0,0
3045,623,90,0,10
3046,449,0,0,100
3047,422,0,0,100
3048,0,0,0,0
3049,492,94,0,6
3050,711,0,8,92
3051,743,33,0,67
3052,912,61,39,0
3053,909,57,26,17
3054,113,33,33,33
3055,468,25,8,67
3056,667,81,6,13
3057,280,36,0,64
3058,1440,81,19,0
3059,0,0,0,0
3060,590,35,44,22
3061,320,38,44,19
3062,474,33,7,60
3063,1102,0,0,100
3064,190,77,23,0
3065,484,36,0,64
3066,498,25,17,58
3067,953,72,17,11
3068,723,24,43,33
3069,759,45,27,27
3070,925,0,0,100
3071,738,90,10,0
3072,939,11,11,78
3073,611,70,20,10
3074,858,20,20,60
3075,726,81,10,10
3076,578,0,0,100
3077,994,8,15,77
3078,1023,0,8,92
3079,468,15,23,62
3080,692,67,33,0
3081,993,63,30,7
3082,692,0,0,100
3083,828,33,17,50
3084,263,92,0,8
3085,417,0,0,100
3086,486,50,27,23
3087,892,9,0,91
3088,533,0,0,100
3089,527,0,0,100
3090,508,29,24,47
3091,803,25,31,44
3092,440,22,0,78
3093,1291,25,19,56
3094,470,30,0,70
3095,630,25,0,75
3096,891,40,20,40
3097,472,80,7,13
3098,555,9,45,45
3099,364,77,8,15
3100,1352,82,18,0
3101,647,75,20,5
3102,573,44,6,50
3103,884,70,30,0
3104,701,40,40,20
3105,805,80,20,0
3123,379,0,0,100
3124,435,33,17,50
3125,8068,0,0,0
3126,1192,0,18,82
3127,2122,8,17,75
3128,1821,68,28,4
3129,1342,33,17,50
3130,626,0,0,100
3131,868,21,32,47
3132,371,55,0,45
3133,765,30,10,60
3134,667,78,11,11
3135,731,63,25,13
3136,2028,14,50,36
3137,1004,6,6,88
3138,948,91,0,9
3139,832,50,0,50
3140,1265,8,8,83
3394,1348,33,22,44
3396,2246,61,39,0
3405,698,65,18,18
3436,948,65,22,13
3879,652,0,0,100
3880,347,0,0,100
3881,542,0,0,100
3882,0,0,0,0
3896,907,59,18,23
3897,695,71,18,12
4054,451,0,0,100
4055,442,0,0,100
4056,410,0,0,100
4057,425,0,0,100
4058,495,0,0,100
4059,297,0,0,100
4060,605,0,0,100
4065,537,21,14,64
4066,355,38,0,62
4359,0,0,0,0
4360,1593,0,0,0
4361,752,67,34,0
4362,1102,32,44,24
4799,802,0,0,100
5379,228,0,0,100
5456,356,0,0,100
5473,197,50,50,0
5474,0,0,0,100
5496,0,0,0,0
5497,186,100,0,0
5499,554,0,0,0
