"","SubmissionID","StudentID","MarkerID","Publish.Time","Intro","Hypoth","Methods","Results.text","Fig.Tables","Legend.Title","Disc.InterpFindings","Disc.IntegrateLit","Refs","Kn.PhysMechs","Kn.ExpApproach","W.Structure","W.LanguageJargon","W.GrammarSpelling","Final.Grade"
"239",5369,"S8579547","T08","4/06/13 13:47",65,100,80,50,100,100,65,80,80,65,80,80,65,"65",74.75
"240",5370,"S8529621","T30","4/06/13 13:47",35,80,65,65,50,65,20,35,0,35,35,50,35,"50",42.25
"241",5371,"S8393353","T09","4/06/13 13:47",65,100,100,65,100,100,50,50,80,50,65,50,35,"80",67.75
"242",5375,"S8582195","T30","4/06/13 13:47",65,80,80,65,80,65,65,80,80,65,80,80,80,"80",73.25
"243",5376,"S8588741","T30","4/06/13 13:47",65,65,80,80,100,65,65,65,65,50,50,80,80,"80",68.25
"244",5381,"S8468457","T09","4/06/13 13:47",35,100,100,100,100,100,50,35,65,35,50,80,50,"80",63.5
"245",5450,"S8536957","T09","4/06/13 13:47",65,100,80,0,100,35,20,20,50,35,20,65,50,"35",46.5
"246",5457,"S8583779","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA
"247",5458,"S8525231","T09","4/06/13 13:47",65,100,80,65,80,65,65,50,80,65,65,80,65,"100",70.75
"248",5494,"S8547953","T33","4/06/13 13:47",50,100,65,80,80,65,65,50,100,50,65,80,80,"100",68
"249",5512,"S8535223","T33","6/06/13 16:32",0,0,50,0,20,20,0,0,0,0,0,0,0,"0",7
"250",5514,"S8585921","T09","14/06/13 9:38",65,80,80,100,80,80,80,65,50,80,100,80,50,"100",77
"251",5515,"S8531435","T09","26/06/13 16:29",35,65,80,35,80,80,50,35,80,50,50,65,50,"80",56.75
"252",5516,"S8474175","T09","26/06/13 16:29",20,80,35,80,80,35,35,0,35,0,35,80,65,"65",36.75
"253",5517,"S8607681","T09","12/08/13 10:07",20,65,50,0,100,65,0,20,50,35,35,65,50,"80",39.75
"254",5928,"S8577631","T09","12/08/13 10:07",0,50,35,35,100,65,35,20,50,35,20,80,35,"35",37.75
"255",5929,"S8586619","T09","12/08/13 10:07",0,65,50,20,50,65,20,20,80,0,20,80,50,"65",33.75
"256",5935,"S8514393","T09","12/08/13 10:07",20,20,50,20,100,100,35,20,35,0,0,65,20,"35",32.25
